GEOID,NAME,totworkers.all,totworkers.16.19,totworkers.20.24,totworkers.25.44,totworkers.45.54,totworkers.55.59,totworkers.60.64,totworkers.65plus,pubtr.all,pubtr.16.19,pubtr.20.24,pubtr.25.44,pubtr.45.54,pubtr.55.59,pubtr.60.64,pubtr.65plus,county.name
36047036900,"Census Tract 369, Kings County, New York",2663,0,314,1466,619,179,74,11,1894,0,270,1017,467,84,56,0,Kings
36047037000,"Census Tract 370, Kings County, New York",1786,6,113,655,413,220,194,185,961,6,47,386,190,145,125,62,Kings
36047037100,"Census Tract 371, Kings County, New York",2208,35,196,995,581,207,152,42,1414,35,127,651,316,175,88,22,Kings
36047037300,"Census Tract 373, Kings County, New York",2281,0,509,1147,318,215,44,48,1869,0,437,1010,210,138,26,48,Kings
36047037401,"Census Tract 374.01, Kings County, New York",1982,0,131,1158,292,159,129,113,1012,0,21,708,129,58,82,14,Kings
36047037402,"Census Tract 374.02, Kings County, New York",2006,33,101,749,551,213,220,139,810,33,0,408,268,85,0,16,Kings
36047037500,"Census Tract 375, Kings County, New York",1713,4,192,1016,274,146,11,70,1024,4,157,586,140,77,0,60,Kings
36047037700,"Census Tract 377, Kings County, New York",2042,29,183,1210,480,58,74,8,1254,29,115,747,246,58,51,8,Kings
36047037900,"Census Tract 379, Kings County, New York",2047,11,138,1070,318,180,157,173,1262,11,58,740,201,105,110,37,Kings
36047038100,"Census Tract 381, Kings County, New York",2779,0,348,1671,490,206,45,19,1841,0,299,990,466,68,18,0,Kings
36047038200,"Census Tract 382, Kings County, New York",1486,20,203,463,211,244,308,37,1032,20,92,243,193,139,308,37,Kings
36047038300,"Census Tract 383, Kings County, New York",2651,0,186,1558,421,282,148,56,1870,0,157,1056,288,257,56,56,Kings
36047038500,"Census Tract 385, Kings County, New York",2204,0,196,1410,280,107,140,71,1485,0,122,979,179,97,68,40,Kings
36047038600,"Census Tract 386, Kings County, New York",1458,12,114,733,336,142,94,27,683,0,25,350,127,76,94,11,Kings
36047038700,"Census Tract 387, Kings County, New York",1727,33,188,1040,274,80,69,43,1354,33,166,783,235,70,34,33,Kings
36047038800,"Census Tract 388, Kings County, New York",2071,14,42,1090,347,424,80,74,992,0,18,423,222,200,63,66,Kings
36047038900,"Census Tract 389, Kings County, New York",1699,0,323,1070,132,95,36,43,1211,0,228,834,50,73,26,0,Kings
36047039000,"Census Tract 390, Kings County, New York",851,11,78,408,130,41,78,105,292,5,46,105,72,22,0,42,Kings
36047039100,"Census Tract 391, Kings County, New York",2040,13,134,1339,347,163,32,12,1333,13,126,952,103,115,12,12,Kings
36047039200,"Census Tract 392, Kings County, New York",1320,6,102,587,256,117,222,30,597,6,72,216,97,51,136,19,Kings
36047039300,"Census Tract 393, Kings County, New York",2197,0,207,1737,155,69,29,0,1702,0,190,1347,120,28,17,0,Kings
36047039400,"Census Tract 394, Kings County, New York",603,0,63,313,84,72,21,50,215,0,32,98,32,29,7,17,Kings
36047039500,"Census Tract 395, Kings County, New York",2246,0,332,1488,55,270,64,37,1430,0,181,1012,39,162,0,36,Kings
36047039600,"Census Tract 396, Kings County, New York",798,0,60,373,127,39,141,58,234,0,14,96,46,0,41,37,Kings
36047039700,"Census Tract 397, Kings County, New York",1716,0,102,1142,176,181,71,44,1015,0,101,598,111,162,23,20,Kings
36047039800,"Census Tract 398, Kings County, New York",1222,0,60,607,237,142,127,49,703,0,60,301,150,90,73,29,Kings
36047039900,"Census Tract 399, Kings County, New York",2157,15,436,1173,201,219,76,37,1566,0,383,866,136,101,62,18,Kings
36047040000,"Census Tract 400, Kings County, New York",1263,0,91,560,340,140,103,29,699,0,55,294,218,52,72,8,Kings
36047040100,"Census Tract 401, Kings County, New York",1541,0,174,866,240,146,82,33,976,0,144,579,106,77,70,0,Kings
36047040200,"Census Tract 402, Kings County, New York",1326,10,48,667,282,206,80,33,688,0,27,360,97,135,55,14,Kings
36047040300,"Census Tract 403, Kings County, New York",1844,8,140,1234,206,103,98,55,1356,8,113,889,128,87,89,42,Kings
36047040400,"Census Tract 404, Kings County, New York",1177,0,125,477,274,126,153,22,520,0,56,234,94,47,79,10,Kings
36047040500,"Census Tract 405, Kings County, New York",929,0,132,646,57,48,20,26,793,0,132,536,39,48,19,19,Kings
36047040600,"Census Tract 406, Kings County, New York",1604,60,101,865,277,92,172,37,934,20,51,490,201,64,101,7,Kings
36047040700,"Census Tract 407, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047040800,"Census Tract 408, Kings County, New York",1446,0,61,768,329,107,116,65,991,0,49,579,206,48,109,0,Kings
36047040900,"Census Tract 409, Kings County, New York",1844,0,124,1148,300,122,18,132,1160,0,51,717,144,107,9,132,Kings
36047041000,"Census Tract 410, Kings County, New York",605,0,39,340,79,83,32,32,316,0,17,170,57,32,21,19,Kings
36047041100,"Census Tract 411, Kings County, New York",1443,0,177,868,176,27,195,0,901,0,177,496,151,27,50,0,Kings
36047041200,"Census Tract 412, Kings County, New York",1742,0,95,942,297,166,190,52,805,0,71,330,212,25,122,45,Kings
36047041300,"Census Tract 413, Kings County, New York",1890,37,231,1051,354,65,74,78,1231,0,190,687,241,54,59,0,Kings
36047041401,"Census Tract 414.01, Kings County, New York",534,0,61,209,113,47,37,67,185,0,24,59,34,13,19,36,Kings
36047041402,"Census Tract 414.02, Kings County, New York",726,5,42,369,81,119,12,98,247,0,42,101,37,50,8,9,Kings
36047041500,"Census Tract 415, Kings County, New York",2324,41,356,1129,579,91,26,102,1194,28,226,597,233,39,26,45,Kings
36047041600,"Census Tract 416, Kings County, New York",902,49,61,508,55,141,35,53,397,25,17,233,55,36,17,14,Kings
36047041700,"Census Tract 417, Kings County, New York",1405,14,180,686,239,118,67,101,924,0,96,531,140,74,0,83,Kings
36047041800,"Census Tract 418, Kings County, New York",704,11,69,279,131,130,33,51,263,10,23,77,60,76,9,8,Kings
36047041900,"Census Tract 419, Kings County, New York",1531,8,289,786,287,77,84,0,994,8,254,541,68,52,71,0,Kings
36047042000,"Census Tract 420, Kings County, New York",613,27,88,229,115,26,45,83,199,0,40,92,32,10,3,22,Kings
36047042100,"Census Tract 421, Kings County, New York",2185,0,220,1483,233,22,108,119,1362,0,205,988,72,9,76,12,Kings
36047042200,"Census Tract 422, Kings County, New York",1641,66,58,968,249,114,106,80,780,18,42,437,145,40,90,8,Kings
36047042300,"Census Tract 423, Kings County, New York",2320,8,526,1316,360,21,27,62,1514,8,308,980,135,21,0,62,Kings
36047042400,"Census Tract 424, Kings County, New York",1511,16,87,664,420,152,126,46,828,7,45,412,179,112,58,15,Kings
36047042500,"Census Tract 425, Kings County, New York",1852,43,209,1362,169,69,0,0,1335,43,209,943,140,0,0,0,Kings
36047042600,"Census Tract 426, Kings County, New York",1975,21,167,947,363,219,171,87,1313,18,135,567,213,158,147,75,Kings
36047042700,"Census Tract 427, Kings County, New York",2595,32,434,1781,214,58,32,44,1742,17,362,1102,145,40,32,44,Kings
36047042800,"Census Tract 428, Kings County, New York",1699,22,63,790,379,179,149,117,843,8,35,404,158,124,59,55,Kings
36047042900,"Census Tract 429, Kings County, New York",2764,37,279,1897,375,108,68,0,1943,0,236,1446,219,14,28,0,Kings
36047043000,"Census Tract 430, Kings County, New York",1398,9,71,674,372,195,55,22,792,9,52,377,237,88,16,13,Kings
36047043100,"Census Tract 431, Kings County, New York",2998,71,477,2139,193,40,62,16,2186,22,329,1688,94,40,13,0,Kings
36047043200,"Census Tract 432, Kings County, New York",1996,16,91,1203,391,171,86,38,1120,0,16,748,202,51,71,32,Kings
36047043300,"Census Tract 433, Kings County, New York",1341,9,196,754,236,68,37,41,856,9,135,502,111,46,13,40,Kings
36047043400,"Census Tract 434, Kings County, New York",1405,35,34,691,391,88,117,49,934,35,25,410,282,36,97,49,Kings
36047043500,"Census Tract 435, Kings County, New York",2541,0,267,1588,321,238,83,44,1572,0,260,886,241,147,38,0,Kings
36047043600,"Census Tract 436, Kings County, New York",2150,6,121,1201,408,185,214,15,1235,6,77,799,189,131,25,8,Kings
36047043700,"Census Tract 437, Kings County, New York",3185,58,416,1904,404,302,37,64,2144,41,322,1412,273,58,0,38,Kings
36047043800,"Census Tract 438, Kings County, New York",1128,7,131,504,178,100,84,124,467,0,23,226,95,41,58,24,Kings
36047043900,"Census Tract 439, Kings County, New York",1556,30,166,741,346,61,154,58,1107,30,133,562,263,0,61,58,Kings
36047044000,"Census Tract 440, Kings County, New York",1040,44,120,407,262,22,59,126,472,9,69,198,105,9,18,64,Kings
36047044100,"Census Tract 441, Kings County, New York",2706,11,166,1959,325,116,74,55,1414,11,77,1009,207,65,27,18,Kings
36047044200,"Census Tract 442, Kings County, New York",988,13,64,401,126,70,111,203,272,0,8,150,5,5,10,94,Kings
36047044300,"Census Tract 443, Kings County, New York",2772,57,339,1653,513,95,105,10,1939,0,267,1196,377,74,25,0,Kings
36047044400,"Census Tract 444, Kings County, New York",1225,13,128,449,204,127,133,171,428,0,42,193,80,46,43,24,Kings
36047044500,"Census Tract 445, Kings County, New York",2136,39,202,1219,217,219,87,153,1468,39,163,944,94,52,60,116,Kings
36047044600,"Census Tract 446, Kings County, New York",798,14,31,479,186,32,30,26,457,14,27,267,99,14,10,26,Kings
36047044700,"Census Tract 447, Kings County, New York",1272,10,114,847,209,82,10,0,903,0,110,620,137,32,4,0,Kings
36047044800,"Census Tract 448, Kings County, New York",737,19,7,325,126,54,68,138,241,0,0,103,60,27,16,35,Kings
36047044901,"Census Tract 449.01, Kings County, New York",1188,49,162,744,189,3,41,0,696,30,58,416,159,3,30,0,Kings
36047044902,"Census Tract 449.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047045000,"Census Tract 450, Kings County, New York",267,9,26,92,40,47,31,22,71,0,5,10,13,12,31,0,Kings
36047045200,"Census Tract 452, Kings County, New York",957,72,119,342,81,69,81,193,276,10,16,91,26,34,39,60,Kings
36047045300,"Census Tract 453, Kings County, New York",1174,0,157,718,246,33,20,0,774,0,129,509,91,33,12,0,Kings
36047045400,"Census Tract 454, Kings County, New York",891,74,156,159,270,66,61,105,333,40,66,40,153,0,19,15,Kings
36047045600,"Census Tract 456, Kings County, New York",875,12,78,321,153,111,141,59,444,12,20,163,86,83,64,16,Kings
36047045800,"Census Tract 458, Kings County, New York",405,0,18,107,98,85,41,56,132,0,6,27,47,29,13,10,Kings
36047046000,"Census Tract 460, Kings County, New York",1230,37,115,567,249,68,133,61,619,7,53,260,152,48,76,23,Kings
36047046201,"Census Tract 462.01, Kings County, New York",721,6,61,377,185,22,60,10,320,0,33,131,124,0,22,10,Kings
36047046202,"Census Tract 462.02, Kings County, New York",708,11,61,276,184,50,77,49,219,0,25,72,71,19,26,6,Kings
36047046400,"Census Tract 464, Kings County, New York",830,45,23,307,242,53,62,98,208,0,0,93,46,33,14,22,Kings
36047046800,"Census Tract 468, Kings County, New York",652,0,51,305,44,60,30,162,216,0,11,61,0,9,0,135,Kings
36047047000,"Census Tract 470, Kings County, New York",825,44,84,376,104,72,77,68,185,0,11,99,20,12,36,7,Kings
36047047200,"Census Tract 472, Kings County, New York",623,4,12,299,170,22,28,88,110,0,1,42,33,0,9,25,Kings
36047047400,"Census Tract 474, Kings County, New York",597,0,50,221,85,23,75,143,106,0,3,29,16,18,4,36,Kings
36047047600,"Census Tract 476, Kings County, New York",727,0,15,471,39,58,97,47,127,0,0,78,10,27,12,0,Kings
36047047700,"Census Tract 477, Kings County, New York",2682,7,260,1989,243,81,26,76,1835,0,179,1486,93,0,19,58,Kings
36047047800,"Census Tract 478, Kings County, New York",1588,85,73,675,332,123,119,181,549,72,0,253,116,53,15,40,Kings
36047048000,"Census Tract 480, Kings County, New York",1316,70,176,587,270,73,81,59,560,15,96,213,87,40,71,38,Kings
36047048100,"Census Tract 481, Kings County, New York",1734,34,220,1144,209,84,15,28,1322,34,193,807,180,76,15,17,Kings
36047048200,"Census Tract 482, Kings County, New York",2304,10,195,1266,351,180,240,62,1338,10,102,662,198,90,231,45,Kings
36047048400,"Census Tract 484, Kings County, New York",2325,43,140,1313,383,262,125,59,905,18,55,545,106,87,62,32,Kings
36047048500,"Census Tract 485, Kings County, New York",1659,26,288,1060,157,31,30,67,1127,26,221,719,100,1,9,51,Kings
36047048600,"Census Tract 486, Kings County, New York",1037,2,76,584,170,73,86,46,598,0,57,340,83,38,51,29,Kings
36047048800,"Census Tract 488, Kings County, New York",1703,6,134,757,369,163,215,59,802,6,55,436,86,97,63,59,Kings
36047048900,"Census Tract 489, Kings County, New York",1127,20,216,412,195,167,103,14,860,20,201,278,156,88,103,14,Kings
36047049000,"Census Tract 490, Kings County, New York",2428,0,76,1446,474,154,84,194,1666,0,36,982,359,154,63,72,Kings
36047049100,"Census Tract 491, Kings County, New York",2869,52,363,1607,444,179,129,95,1644,36,240,776,268,122,121,81,Kings
36047049200,"Census Tract 492, Kings County, New York",1296,0,47,892,93,101,109,54,568,0,34,409,57,40,7,21,Kings
36047049301,"Census Tract 493.01, Kings County, New York",486,54,25,139,258,10,0,0,327,54,0,61,202,10,0,0,Kings
36047049302,"Census Tract 493.02, Kings County, New York",2283,0,295,1673,186,110,19,0,1777,0,281,1181,186,110,19,0,Kings
36047049400,"Census Tract 494, Kings County, New York",2966,12,163,1552,616,264,159,200,1858,12,140,790,438,205,118,155,Kings
36047049500,"Census Tract 495, Kings County, New York",1715,0,157,1262,178,48,70,0,1085,0,112,811,101,40,21,0,Kings
36047049600,"Census Tract 496, Kings County, New York",1892,11,295,794,334,251,107,100,1290,0,188,607,214,160,62,59,Kings
36047049700,"Census Tract 497, Kings County, New York",1817,24,48,1476,138,72,38,21,1108,24,48,912,80,16,17,11,Kings
36047049800,"Census Tract 498, Kings County, New York",2106,33,84,1065,546,118,138,122,1493,33,84,674,384,92,113,113,Kings
36047049900,"Census Tract 499, Kings County, New York",1491,18,124,1095,103,50,65,36,936,18,89,724,65,24,16,0,Kings
36047050001,"Census Tract 500.01, Kings County, New York",908,8,22,539,155,46,64,74,591,0,12,328,135,39,64,13,Kings
36047050002,"Census Tract 500.02, Kings County, New York",908,0,57,391,269,73,58,60,534,0,51,216,177,19,42,29,Kings
36047050100,"Census Tract 501, Kings County, New York",2083,9,172,1540,148,147,61,6,1364,0,114,1075,83,83,9,0,Kings
36047050202,"Census Tract 502.02, Kings County, New York",1215,0,62,546,214,180,92,121,820,0,52,373,128,143,74,50,Kings
36047050300,"Census Tract 503, Kings County, New York",2003,0,408,1273,157,84,20,61,1277,0,356,764,60,45,9,43,Kings
36047050401,"Census Tract 504.01, Kings County, New York",1637,22,65,823,433,23,78,193,991,22,65,527,199,23,62,93,Kings
36047050402,"Census Tract 504.02, Kings County, New York",1342,0,0,662,524,89,44,23,901,0,0,317,473,44,44,23,Kings
36047050500,"Census Tract 505, Kings County, New York",1866,11,254,1111,185,199,69,37,1460,11,254,944,139,44,68,0,Kings
36047050600,"Census Tract 506, Kings County, New York",2832,23,438,1270,669,222,130,80,1890,12,371,787,499,140,68,13,Kings
36047050700,"Census Tract 507, Kings County, New York",619,16,47,436,95,0,16,9,203,8,31,108,39,0,8,9,Kings
36047050801,"Census Tract 508.01, Kings County, New York",1810,0,152,1095,270,93,108,92,1475,0,152,885,243,89,24,82,Kings
36047050803,"Census Tract 508.03, Kings County, New York",1542,12,200,943,177,118,57,35,1191,12,189,677,148,86,44,35,Kings
36047050804,"Census Tract 508.04, Kings County, New York",3014,49,256,1783,538,293,74,21,2263,49,229,1369,294,227,74,21,Kings
36047050900,"Census Tract 509, Kings County, New York",1233,44,66,902,138,23,51,9,196,8,0,162,17,0,9,0,Kings
36047051001,"Census Tract 510.01, Kings County, New York",1919,26,191,1028,352,158,92,72,1189,19,144,636,146,116,83,45,Kings
36047051002,"Census Tract 510.02, Kings County, New York",2155,0,267,1091,472,141,81,103,1694,0,232,867,375,86,56,78,Kings
36047051100,"Census Tract 511, Kings County, New York",2275,14,173,1552,223,144,114,55,1659,14,164,1095,178,97,78,33,Kings
36047051200,"Census Tract 512, Kings County, New York",3201,9,269,1896,426,281,215,105,2490,9,256,1400,347,208,180,90,Kings
36047051300,"Census Tract 513, Kings County, New York",3354,0,200,2684,377,50,17,26,2244,0,192,1844,152,26,17,13,Kings
36047051400,"Census Tract 514, Kings County, New York",3589,10,216,2079,713,263,83,225,2081,0,35,1298,476,91,62,119,Kings
36047051500,"Census Tract 515, Kings County, New York",1895,0,104,1459,213,20,96,3,1325,0,90,1101,96,20,15,3,Kings
36047051601,"Census Tract 516.01, Kings County, New York",2553,66,233,1519,311,220,89,115,1676,66,207,953,137,145,75,93,Kings
36047051602,"Census Tract 516.02, Kings County, New York",1903,29,67,1030,421,78,132,146,1290,29,67,714,213,64,94,109,Kings
36047051700,"Census Tract 517, Kings County, New York",1959,0,20,1660,152,119,0,8,1243,0,20,1186,37,0,0,0,Kings
36047051800,"Census Tract 518, Kings County, New York",1789,23,45,1181,245,79,77,139,1317,23,45,916,158,47,59,69,Kings
36047051900,"Census Tract 519, Kings County, New York",4077,0,313,3163,391,102,86,22,2764,0,287,2052,334,0,77,14,Kings
36047052000,"Census Tract 520, Kings County, New York",1807,26,135,979,274,154,142,97,1137,26,122,587,199,83,73,47,Kings
36047052300,"Census Tract 523, Kings County, New York",2903,0,274,1926,396,50,92,165,1666,0,203,1281,156,12,14,0,Kings
36047052500,"Census Tract 525, Kings County, New York",1378,28,79,1037,59,11,147,17,747,28,68,583,14,0,37,17,Kings
36047052600,"Census Tract 526, Kings County, New York",2300,0,67,1262,446,278,168,79,1440,0,60,790,226,200,127,37,Kings
36047052700,"Census Tract 527, Kings County, New York",3362,21,263,1921,750,180,106,121,2144,0,237,1433,298,102,41,33,Kings
36047052800,"Census Tract 528, Kings County, New York",894,26,85,383,138,65,120,77,501,26,41,273,42,49,60,10,Kings
36047052900,"Census Tract 529, Kings County, New York",1146,40,113,685,136,19,84,69,296,0,9,248,23,0,16,0,Kings
36047053000,"Census Tract 530, Kings County, New York",1540,24,124,871,272,149,31,69,701,6,46,394,85,92,31,47,Kings
36047053101,"Census Tract 531.01, Kings County, New York",728,0,255,411,45,0,17,0,96,0,0,96,0,0,0,0,Kings
36047053102,"Census Tract 531.02, Kings County, New York",1581,117,230,973,184,20,39,18,426,0,0,393,33,0,0,0,Kings
36047053200,"Census Tract 532, Kings County, New York",1089,51,61,457,267,94,39,120,566,46,11,257,162,56,15,19,Kings
36047053300,"Census Tract 533, Kings County, New York",1497,11,193,559,270,110,148,206,290,0,9,135,77,23,30,16,Kings
36047053400,"Census Tract 534, Kings County, New York",1492,35,104,811,179,144,72,147,640,0,46,332,48,106,13,95,Kings
36047053500,"Census Tract 535, Kings County, New York",1058,29,149,529,138,62,108,43,243,0,39,143,30,21,10,0,Kings
