GEOID,NAME,totworkers.all,totworkers.16.19,totworkers.20.24,totworkers.25.44,totworkers.45.54,totworkers.55.59,totworkers.60.64,totworkers.65plus,pubtr.all,pubtr.16.19,pubtr.20.24,pubtr.25.44,pubtr.45.54,pubtr.55.59,pubtr.60.64,pubtr.65plus,county.name
36047089800,"Census Tract 898, Kings County, New York",886,7,5,448,211,129,73,13,772,7,5,397,189,101,73,0,Kings
36047090000,"Census Tract 900, Kings County, New York",1607,74,123,799,243,146,110,112,1201,74,86,615,166,96,77,87,Kings
36047090200,"Census Tract 902, Kings County, New York",1052,0,32,620,231,47,60,62,747,0,3,463,186,38,20,37,Kings
36047090600,"Census Tract 906, Kings County, New York",891,14,85,498,120,139,24,11,551,14,56,300,78,68,24,11,Kings
36047090800,"Census Tract 908, Kings County, New York",1635,22,375,903,176,97,62,0,1315,22,340,698,119,87,49,0,Kings
36047091000,"Census Tract 910, Kings County, New York",1094,0,142,474,235,146,31,66,917,0,142,354,235,89,31,66,Kings
36047091200,"Census Tract 912, Kings County, New York",1802,19,253,875,316,176,122,41,1340,19,212,630,221,166,51,41,Kings
36047091600,"Census Tract 916, Kings County, New York",981,0,109,569,168,99,10,26,638,0,72,387,87,74,6,12,Kings
36047091800,"Census Tract 918, Kings County, New York",853,10,81,446,106,117,51,42,415,0,39,208,69,31,39,29,Kings
36047092000,"Census Tract 920, Kings County, New York",610,16,55,241,99,10,66,123,430,16,44,179,99,10,66,16,Kings
36047092200,"Census Tract 922, Kings County, New York",1031,0,115,272,268,282,35,59,541,0,106,80,119,209,27,0,Kings
36047092400,"Census Tract 924, Kings County, New York",608,0,11,200,168,125,59,45,414,0,11,136,82,106,59,20,Kings
36047092800,"Census Tract 928, Kings County, New York",1494,0,119,505,406,209,168,87,902,0,58,350,203,85,146,60,Kings
36047093000,"Census Tract 930, Kings County, New York",1433,11,88,630,339,175,72,118,824,5,68,392,126,107,47,79,Kings
36047093200,"Census Tract 932, Kings County, New York",425,0,27,149,65,25,69,90,342,0,27,129,56,18,55,57,Kings
36047093400,"Census Tract 934, Kings County, New York",1203,0,73,552,300,64,154,60,708,0,68,287,126,36,134,57,Kings
36047093600,"Census Tract 936, Kings County, New York",674,0,44,280,169,60,36,85,304,0,15,110,87,37,19,36,Kings
36047093800,"Census Tract 938, Kings County, New York",1481,15,91,746,254,157,136,82,837,15,63,422,148,99,36,54,Kings
36047094401,"Census Tract 944.01, Kings County, New York",1478,0,137,752,298,171,55,65,719,0,82,372,196,30,7,32,Kings
36047094402,"Census Tract 944.02, Kings County, New York",1035,0,72,540,166,120,110,27,838,0,72,501,127,88,36,14,Kings
36047094600,"Census Tract 946, Kings County, New York",961,25,62,443,222,84,53,72,608,25,46,291,144,41,12,49,Kings
36047095000,"Census Tract 950, Kings County, New York",1178,11,24,518,252,161,109,103,672,0,18,304,162,99,40,49,Kings
36047095400,"Census Tract 954, Kings County, New York",2203,39,288,652,463,485,229,47,1256,39,178,355,273,210,169,32,Kings
36047095600,"Census Tract 956, Kings County, New York",2041,25,221,829,351,300,261,54,1205,25,221,436,102,187,190,44,Kings
36047095800,"Census Tract 958, Kings County, New York",1681,17,132,791,262,193,118,168,968,17,97,467,98,104,79,106,Kings
36047096000,"Census Tract 960, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047096200,"Census Tract 962, Kings County, New York",905,0,35,456,119,127,107,61,542,0,10,274,62,85,79,32,Kings
36047096400,"Census Tract 964, Kings County, New York",983,0,91,374,208,117,105,88,514,0,43,171,154,40,71,35,Kings
36047096600,"Census Tract 966, Kings County, New York",1166,16,97,607,180,87,108,71,670,16,85,297,111,48,59,54,Kings
36047096800,"Census Tract 968, Kings County, New York",682,11,54,290,147,80,75,25,374,4,47,135,69,37,62,20,Kings
36047097000,"Census Tract 970, Kings County, New York",1262,9,72,620,319,58,119,65,745,0,26,461,141,35,82,0,Kings
36047097400,"Census Tract 974, Kings County, New York",1133,9,66,511,214,130,92,111,660,7,35,324,127,77,45,45,Kings
36047098200,"Census Tract 982, Kings County, New York",1412,101,105,742,190,159,54,61,1042,101,105,487,118,116,54,61,Kings
36047098400,"Census Tract 984, Kings County, New York",1087,60,71,445,275,99,59,78,567,60,38,233,144,45,23,24,Kings
36047098600,"Census Tract 986, Kings County, New York",1335,32,95,560,262,123,196,67,727,32,90,253,199,66,81,6,Kings
36047098800,"Census Tract 988, Kings County, New York",1616,18,89,715,282,291,168,53,1014,18,49,461,183,154,96,53,Kings
36047099000,"Census Tract 990, Kings County, New York",820,0,26,423,173,100,78,20,377,0,13,241,60,18,45,0,Kings
36047099200,"Census Tract 992, Kings County, New York",1049,0,58,404,405,66,79,37,472,0,40,178,152,37,50,15,Kings
36047099400,"Census Tract 994, Kings County, New York",1008,0,68,385,215,232,43,65,647,0,58,285,113,147,23,21,Kings
36047099600,"Census Tract 996, Kings County, New York",1656,0,93,667,308,249,237,102,850,0,68,406,119,192,40,25,Kings
36047099800,"Census Tract 998, Kings County, New York",1805,0,89,973,300,181,140,122,785,0,71,413,165,83,0,53,Kings
36047100400,"Census Tract 1004, Kings County, New York",1365,7,70,535,348,169,162,74,706,7,39,257,203,82,67,51,Kings
36047100600,"Census Tract 1006, Kings County, New York",1336,0,109,540,321,191,111,64,668,0,71,240,162,118,34,43,Kings
36047100800,"Census Tract 1008, Kings County, New York",964,23,19,551,214,93,62,2,486,23,19,337,81,11,13,2,Kings
36047101000,"Census Tract 1010, Kings County, New York",1076,6,49,479,265,105,90,82,605,6,40,266,129,81,51,32,Kings
36047101200,"Census Tract 1012, Kings County, New York",1137,4,79,513,239,187,60,55,612,4,47,276,116,97,33,39,Kings
36047101400,"Census Tract 1014, Kings County, New York",984,27,51,409,195,156,86,60,511,16,51,217,120,47,26,34,Kings
36047101600,"Census Tract 1016, Kings County, New York",705,0,6,358,145,111,49,36,316,0,0,232,24,36,15,9,Kings
36047101800,"Census Tract 1018, Kings County, New York",1019,32,60,473,180,127,102,45,289,32,30,89,73,42,16,7,Kings
36047102000,"Census Tract 1020, Kings County, New York",1272,35,40,536,222,276,103,60,403,35,20,152,31,98,32,35,Kings
36047102200,"Census Tract 1022, Kings County, New York",970,15,70,455,193,135,87,15,427,15,21,165,87,97,42,0,Kings
36047102400,"Census Tract 1024, Kings County, New York",1015,14,54,483,241,125,62,36,440,14,40,225,101,37,18,5,Kings
36047102600,"Census Tract 1026, Kings County, New York",1475,0,75,727,322,140,179,32,582,0,68,320,115,3,76,0,Kings
36047102801,"Census Tract 1028.01, Kings County, New York",936,13,53,406,190,85,46,143,383,13,22,153,105,40,20,30,Kings
36047102802,"Census Tract 1028.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047103401,"Census Tract 1034.01, Kings County, New York",1234,53,157,613,281,63,39,28,806,24,66,450,165,47,26,28,Kings
36047103402,"Census Tract 1034.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047105801,"Census Tract 1058.01, Kings County, New York",1854,20,123,984,248,269,169,41,1123,20,19,653,123,212,55,41,Kings
36047105804,"Census Tract 1058.04, Kings County, New York",2138,14,189,614,679,367,77,198,1126,14,122,301,447,135,61,46,Kings
36047107001,"Census Tract 1070.01, Kings County, New York",1193,7,115,486,389,62,118,16,680,7,52,238,235,46,102,0,Kings
36047107002,"Census Tract 1070.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047107003,"Census Tract 1070.03, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047107800,"Census Tract 1078, Kings County, New York",2162,8,199,831,549,225,215,135,1284,8,147,478,302,161,142,46,Kings
36047109800,"Census Tract 1098, Kings County, New York",1043,6,113,534,171,86,97,36,770,6,113,365,134,68,65,19,Kings
36047110400,"Census Tract 1104, Kings County, New York",1441,78,64,727,272,158,82,60,935,40,58,398,191,131,71,46,Kings
36047110600,"Census Tract 1106, Kings County, New York",987,0,85,514,259,44,53,32,779,0,67,420,199,34,40,19,Kings
36047111000,"Census Tract 1110, Kings County, New York",906,31,93,371,243,54,106,8,632,31,93,186,173,54,87,8,Kings
36047111600,"Census Tract 1116, Kings County, New York",1447,40,535,337,335,90,53,57,928,22,519,119,176,63,29,0,Kings
36047111800,"Census Tract 1118, Kings County, New York",1141,0,66,576,302,80,72,45,552,0,0,322,133,24,56,17,Kings
36047112000,"Census Tract 1120, Kings County, New York",1395,24,99,787,93,126,139,127,746,10,27,444,70,84,76,35,Kings
36047112200,"Census Tract 1122, Kings County, New York",1094,7,117,306,231,206,119,108,708,7,29,261,182,98,92,39,Kings
36047112400,"Census Tract 1124, Kings County, New York",1446,7,185,669,305,239,41,0,744,0,136,427,117,45,19,0,Kings
36047112600,"Census Tract 1126, Kings County, New York",1615,23,124,734,278,104,97,255,1092,23,85,428,199,28,97,232,Kings
36047112800,"Census Tract 1128, Kings County, New York",1099,0,103,434,319,189,54,0,645,0,103,198,180,148,16,0,Kings
36047113000,"Census Tract 1130, Kings County, New York",1609,49,69,796,253,206,203,33,1030,49,51,585,81,126,138,0,Kings
36047113200,"Census Tract 1132, Kings County, New York",760,7,38,350,188,64,58,55,470,7,10,228,82,47,48,48,Kings
36047113400,"Census Tract 1134, Kings County, New York",941,0,105,495,229,46,53,13,725,0,85,356,194,37,53,0,Kings
36047114201,"Census Tract 1142.01, Kings County, New York",472,0,8,168,184,56,46,10,177,0,5,33,27,56,46,10,Kings
36047114202,"Census Tract 1142.02, Kings County, New York",1216,1,63,616,322,107,57,50,737,1,36,398,183,69,38,12,Kings
36047114400,"Census Tract 1144, Kings County, New York",996,6,179,469,258,50,30,4,713,6,150,344,159,50,0,4,Kings
36047114600,"Census Tract 1146, Kings County, New York",1175,0,77,614,287,72,70,55,876,0,71,466,244,42,38,15,Kings
36047115000,"Census Tract 1150, Kings County, New York",1029,30,115,531,191,115,25,22,726,24,67,387,120,95,25,8,Kings
36047115200,"Census Tract 1152, Kings County, New York",1051,0,52,620,189,169,11,10,586,0,33,368,79,95,11,0,Kings
36047115600,"Census Tract 1156, Kings County, New York",1069,41,123,611,165,71,46,12,674,30,83,323,129,63,46,0,Kings
36047115800,"Census Tract 1158, Kings County, New York",999,0,93,564,117,73,106,46,756,0,61,413,103,48,85,46,Kings
36047116000,"Census Tract 1160, Kings County, New York",1139,75,83,411,400,60,43,67,644,28,83,309,177,8,39,0,Kings
36047116200,"Census Tract 1162, Kings County, New York",983,0,61,558,118,135,32,79,518,0,47,306,61,95,0,9,Kings
36047116400,"Census Tract 1164, Kings County, New York",1521,0,106,807,157,290,93,68,775,0,69,422,95,113,57,19,Kings
36047116600,"Census Tract 1166, Kings County, New York",1397,29,109,789,291,117,46,16,990,16,109,571,199,49,37,9,Kings
36047116800,"Census Tract 1168, Kings County, New York",885,0,49,427,242,91,70,6,570,0,45,263,131,55,70,6,Kings
36047117000,"Census Tract 1170, Kings County, New York",613,3,74,288,126,76,21,25,427,3,62,200,89,56,0,17,Kings
36047117201,"Census Tract 1172.01, Kings County, New York",926,0,92,403,216,99,83,33,422,0,84,139,121,17,52,9,Kings
36047117202,"Census Tract 1172.02, Kings County, New York",1833,59,70,1158,225,114,116,91,977,59,24,591,133,75,74,21,Kings
36047117400,"Census Tract 1174, Kings County, New York",1830,6,122,775,512,207,36,172,1434,0,111,569,423,150,36,145,Kings
36047117601,"Census Tract 1176.01, Kings County, New York",1627,37,143,712,472,113,121,29,1203,37,101,612,291,47,101,14,Kings
36047117602,"Census Tract 1176.02, Kings County, New York",1139,8,14,653,195,151,69,49,738,8,14,442,110,85,45,34,Kings
36047117800,"Census Tract 1178, Kings County, New York",506,16,37,282,81,15,59,16,266,16,30,153,31,0,31,5,Kings
36047118000,"Census Tract 1180, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36047118201,"Census Tract 1182.01, Kings County, New York",1315,15,117,721,280,75,53,54,695,15,45,379,159,52,27,18,Kings
36047118202,"Census Tract 1182.02, Kings County, New York",1369,18,102,768,255,145,44,37,870,18,78,509,156,68,21,20,Kings
36047118400,"Census Tract 1184, Kings County, New York",2097,28,197,1017,396,250,187,22,1229,18,80,667,270,48,136,10,Kings
36047118600,"Census Tract 1186, Kings County, New York",1180,0,119,532,209,139,78,103,645,0,84,296,119,63,52,31,Kings
36047118800,"Census Tract 1188, Kings County, New York",2014,41,200,979,324,256,125,89,1337,41,161,592,225,147,112,59,Kings
36047119000,"Census Tract 1190, Kings County, New York",801,11,12,543,91,54,62,28,630,0,12,449,73,31,44,21,Kings
36047119200,"Census Tract 1192, Kings County, New York",1431,54,86,577,397,74,216,27,819,47,76,359,173,74,90,0,Kings
36047119400,"Census Tract 1194, Kings County, New York",1708,52,84,967,353,132,97,23,1201,15,84,732,201,98,48,23,Kings
36047119600,"Census Tract 1196, Kings County, New York",2185,61,119,957,643,237,111,57,1176,45,52,624,231,112,55,57,Kings
36047119800,"Census Tract 1198, Kings County, New York",1150,25,63,530,392,72,47,21,710,25,63,283,259,45,14,21,Kings
36047120000,"Census Tract 1200, Kings County, New York",981,0,129,517,199,73,63,0,549,0,105,218,109,61,56,0,Kings
36047120200,"Census Tract 1202, Kings County, New York",585,0,23,274,96,84,57,51,373,0,16,186,22,51,47,51,Kings
36047120801,"Census Tract 1208.01, Kings County, New York",1930,7,146,884,370,216,208,99,1239,7,130,615,269,131,69,18,Kings
36047120802,"Census Tract 1208.02, Kings County, New York",1257,14,135,598,218,201,72,19,761,14,135,373,130,32,58,19,Kings
36047120803,"Census Tract 1208.03, Kings County, New York",1229,0,0,856,61,162,150,0,608,0,0,561,27,0,20,0,Kings
36047121000,"Census Tract 1210, Kings County, New York",805,0,88,432,115,97,73,0,667,0,88,337,106,63,73,0,Kings
36047121400,"Census Tract 1214, Kings County, New York",1072,0,85,627,165,47,95,53,810,0,85,534,114,21,34,22,Kings
36047122000,"Census Tract 1220, Kings County, New York",2471,0,107,1331,565,229,152,87,1125,0,46,671,158,144,91,15,Kings
36047123700,"Census Tract 1237, Kings County, New York",1609,13,91,1262,195,8,40,0,264,0,0,216,11,8,29,0,Kings
36047150200,"Census Tract 1502, Kings County, New York",1190,0,4,587,360,80,90,69,626,0,4,351,184,49,8,30,Kings
36047152200,"Census Tract 1522, Kings County, New York",1916,16,71,828,302,359,198,142,860,0,16,427,117,160,70,70,Kings
36047990100,"Census Tract 9901, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kings
36081000101,"Census Tract 1.01, Queens County, New York",2753,22,15,2090,336,144,79,67,1952,22,15,1447,231,144,55,38,Queens
36081000102,"Census Tract 1.02, Queens County, New York",3453,0,163,2561,559,98,72,0,3023,0,151,2143,559,98,72,0,Queens
36081000103,"Census Tract 1.03, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081000104,"Census Tract 1.04, Queens County, New York",5,0,0,5,0,0,0,0,5,0,0,5,0,0,0,0,Queens
36081000200,"Census Tract 2, Queens County, New York",1414,27,47,780,301,152,79,28,878,13,47,505,157,91,44,21,Queens
36081000400,"Census Tract 4, Queens County, New York",1864,27,303,762,521,68,77,106,964,19,159,422,207,53,55,49,Queens
36081000600,"Census Tract 6, Queens County, New York",1663,0,265,696,389,217,50,46,878,0,181,361,151,144,33,8,Queens
36081000701,"Census Tract 7.01, Queens County, New York",1796,0,20,1310,317,85,38,26,1127,0,7,811,178,85,38,8,Queens
36081000702,"Census Tract 7.02, Queens County, New York",1730,0,44,1176,287,67,48,108,1173,0,44,839,217,52,0,21,Queens
36081000800,"Census Tract 8, Queens County, New York",1366,6,146,668,276,109,109,52,722,6,91,357,123,40,95,10,Queens
36081001000,"Census Tract 10, Queens County, New York",2073,41,202,977,474,105,189,85,1300,24,163,650,284,63,84,32,Queens
36081001200,"Census Tract 12, Queens County, New York",1846,69,61,1081,293,215,46,81,1158,69,54,773,164,50,17,31,Queens
36081001400,"Census Tract 14, Queens County, New York",2071,22,94,769,660,318,116,92,1287,7,94,519,353,214,37,63,Queens
36081001600,"Census Tract 16, Queens County, New York",1168,0,104,512,179,177,146,50,869,0,97,425,77,160,82,28,Queens
36081001800,"Census Tract 18, Queens County, New York",1335,0,94,581,274,229,32,125,792,0,65,381,169,86,4,87,Queens
36081001901,"Census Tract 19.01, Queens County, New York",713,0,30,555,98,14,0,16,581,0,20,440,91,14,0,16,Queens
36081001902,"Census Tract 19.02, Queens County, New York",2495,4,196,2030,143,74,22,26,1737,4,153,1425,58,49,22,26,Queens
36081001903,"Census Tract 19.03, Queens County, New York",1033,8,72,838,41,67,7,0,922,8,66,741,36,67,4,0,Queens
36081002000,"Census Tract 20, Queens County, New York",678,0,47,325,126,28,34,118,374,0,19,219,39,16,22,59,Queens
36081002200,"Census Tract 22, Queens County, New York",1165,14,46,607,269,126,75,28,599,14,4,290,127,86,62,16,Queens
36081002400,"Census Tract 24, Queens County, New York",880,4,37,438,246,72,61,22,484,0,33,231,117,33,54,16,Queens
36081002500,"Census Tract 25, Queens County, New York",2304,55,118,903,429,202,459,138,1646,55,99,456,314,182,424,116,Queens
36081002600,"Census Tract 26, Queens County, New York",1064,0,52,465,216,181,80,70,501,0,31,211,70,117,25,47,Queens
36081002800,"Census Tract 28, Queens County, New York",1665,39,112,722,298,104,186,204,676,39,67,358,111,25,33,43,Queens
36081003000,"Census Tract 30, Queens County, New York",672,4,130,248,111,114,43,22,216,4,0,82,35,40,40,15,Queens
36081003100,"Census Tract 31, Queens County, New York",640,0,62,382,130,25,27,14,397,0,57,226,93,4,13,4,Queens
36081003200,"Census Tract 32, Queens County, New York",811,28,68,282,210,55,87,81,373,7,47,130,141,36,0,12,Queens
36081003301,"Census Tract 33.01, Queens County, New York",1619,0,87,1344,165,23,0,0,1108,0,52,915,118,23,0,0,Queens
36081003302,"Census Tract 33.02, Queens County, New York",628,16,41,365,141,43,10,12,346,16,18,243,49,9,0,11,Queens
36081003400,"Census Tract 34, Queens County, New York",981,19,136,395,233,80,94,24,487,14,95,189,84,24,81,0,Queens
36081003600,"Census Tract 36, Queens County, New York",1706,42,211,788,316,201,47,101,895,28,164,414,143,85,16,45,Queens
36081003700,"Census Tract 37, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081003800,"Census Tract 38, Queens County, New York",1200,30,107,588,278,111,19,67,649,12,82,286,172,54,11,32,Queens
36081003900,"Census Tract 39, Queens County, New York",658,7,110,393,92,21,18,17,410,7,73,253,44,15,18,0,Queens
36081004001,"Census Tract 40.01, Queens County, New York",957,35,89,402,189,113,64,65,495,7,41,267,73,53,38,16,Queens
36081004002,"Census Tract 40.02, Queens County, New York",593,9,154,173,217,23,16,1,406,9,127,114,121,23,11,1,Queens
36081004200,"Census Tract 42, Queens County, New York",1735,36,160,873,355,199,68,44,990,12,54,519,212,108,68,17,Queens
36081004300,"Census Tract 43, Queens County, New York",766,25,54,272,184,138,83,10,403,19,29,153,70,93,29,10,Queens
36081004401,"Census Tract 44.01, Queens County, New York",1544,54,174,795,372,36,78,35,708,35,78,385,146,16,42,6,Queens
36081004500,"Census Tract 45, Queens County, New York",1348,0,101,569,261,175,145,97,898,0,53,445,188,81,97,34,Queens
36081004700,"Census Tract 47, Queens County, New York",1624,23,227,846,286,77,134,31,1203,12,217,572,217,59,103,23,Queens
36081005000,"Census Tract 50, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081005100,"Census Tract 51, Queens County, New York",894,15,137,422,167,47,65,41,587,4,91,284,103,36,65,4,Queens
36081005200,"Census Tract 52, Queens County, New York",1283,0,165,658,229,85,109,37,772,0,83,365,141,65,81,37,Queens
36081005300,"Census Tract 53, Queens County, New York",3165,13,166,2106,550,132,59,139,2295,13,124,1512,434,75,59,78,Queens
36081005400,"Census Tract 54, Queens County, New York",2785,44,215,1341,465,451,211,58,1550,23,163,745,301,220,50,48,Queens
36081005500,"Census Tract 55, Queens County, New York",546,0,28,279,85,15,100,39,321,0,26,140,60,15,41,39,Queens
36081005700,"Census Tract 57, Queens County, New York",2542,17,198,1898,270,77,56,26,1690,0,188,1206,199,42,42,13,Queens
36081005800,"Census Tract 58, Queens County, New York",2823,29,187,1316,544,180,388,179,1377,29,84,671,298,91,143,61,Queens
36081005900,"Census Tract 59, Queens County, New York",2138,0,132,1535,195,79,75,122,1419,0,122,1004,137,51,54,51,Queens
36081006100,"Census Tract 61, Queens County, New York",3787,0,172,2608,561,273,107,66,2880,0,172,2181,295,165,31,36,Queens
36081006201,"Census Tract 62.01, Queens County, New York",2327,36,78,1075,549,323,142,124,859,0,66,368,233,165,27,0,Queens
36081006202,"Census Tract 62.02, Queens County, New York",2443,80,117,1154,761,244,17,70,928,78,21,319,356,101,0,53,Queens
36081006300,"Census Tract 63, Queens County, New York",3782,0,184,2688,608,175,35,92,2648,0,99,2062,212,175,21,79,Queens
36081006501,"Census Tract 65.01, Queens County, New York",2151,0,84,1384,464,69,22,128,1468,0,63,1072,258,53,22,0,Queens
36081006502,"Census Tract 65.02, Queens County, New York",2410,13,166,1858,208,39,95,31,1760,13,132,1339,170,10,73,23,Queens
36081006900,"Census Tract 69, Queens County, New York",2181,3,92,1805,122,91,25,43,1305,3,81,1021,109,65,7,19,Queens
36081007100,"Census Tract 71, Queens County, New York",2250,6,184,1615,255,27,78,85,1505,0,173,1062,132,14,52,72,Queens
36081007300,"Census Tract 73, Queens County, New York",2684,0,201,1647,552,158,76,50,1984,0,141,1173,456,158,42,14,Queens
36081007500,"Census Tract 75, Queens County, New York",2140,0,136,1312,183,102,185,222,1271,0,122,872,76,68,43,90,Queens
36081007700,"Census Tract 77, Queens County, New York",1070,13,60,735,152,36,44,30,676,4,49,491,94,8,11,19,Queens
36081007900,"Census Tract 79, Queens County, New York",1349,0,107,805,240,60,45,92,769,0,66,494,92,32,10,75,Queens
36081008100,"Census Tract 81, Queens County, New York",719,0,36,484,78,15,74,32,409,0,20,275,43,6,46,19,Queens
36081008300,"Census Tract 83, Queens County, New York",1193,8,32,848,129,141,35,0,852,8,32,648,81,83,0,0,Queens
36081008500,"Census Tract 85, Queens County, New York",438,0,31,217,85,101,0,4,146,0,0,93,32,21,0,0,Queens
36081008600,"Census Tract 86, Queens County, New York",1311,25,156,493,328,164,103,42,627,0,100,260,124,64,59,20,Queens
36081008700,"Census Tract 87, Queens County, New York",846,22,100,416,133,49,63,63,435,13,68,205,91,28,6,24,Queens
36081008800,"Census Tract 88, Queens County, New York",1671,57,54,676,523,106,220,35,644,39,0,400,160,28,17,0,Queens
36081009100,"Census Tract 91, Queens County, New York",1209,8,26,587,296,117,103,72,591,0,18,285,139,70,79,0,Queens
36081009400,"Census Tract 94, Queens County, New York",1175,18,108,475,369,83,47,75,596,18,57,231,180,51,28,31,Queens
36081009500,"Census Tract 95, Queens County, New York",1129,0,70,848,107,34,30,40,747,0,64,578,45,23,11,26,Queens
36081009600,"Census Tract 96, Queens County, New York",1473,34,98,519,364,115,62,281,449,27,60,136,116,30,45,35,Queens
36081009700,"Census Tract 97, Queens County, New York",2196,0,118,1539,238,123,149,29,1313,0,69,956,113,58,96,21,Queens
36081009800,"Census Tract 98, Queens County, New York",1299,7,127,570,257,96,170,72,501,0,50,208,89,61,56,37,Queens
36081009900,"Census Tract 99, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081010000,"Census Tract 100, Queens County, New York",2094,40,181,742,358,429,102,242,831,34,81,272,175,105,68,96,Queens
36081010100,"Census Tract 101, Queens County, New York",1456,22,194,909,132,57,79,63,683,15,124,415,34,21,39,35,Queens
36081010200,"Census Tract 102, Queens County, New York",1343,23,131,579,311,172,87,40,758,17,117,291,167,98,35,33,Queens
36081010300,"Census Tract 103, Queens County, New York",2359,9,78,1303,535,177,170,87,1441,0,52,878,272,118,97,24,Queens
36081010400,"Census Tract 104, Queens County, New York",1560,39,71,623,446,168,123,90,814,35,43,300,240,93,38,65,Queens
36081010500,"Census Tract 105, Queens County, New York",2095,51,228,947,498,184,53,134,1238,43,139,594,245,114,32,71,Queens
36081010600,"Census Tract 106, Queens County, New York",1645,19,140,732,451,116,127,60,795,14,121,369,166,43,58,24,Queens
36081010701,"Census Tract 107.01, Queens County, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Queens
36081010800,"Census Tract 108, Queens County, New York",1551,9,187,730,322,153,99,51,715,9,89,308,164,85,37,23,Queens
36081011000,"Census Tract 110, Queens County, New York",1457,49,131,609,365,139,126,38,861,43,125,290,213,98,62,30,Queens
36081011100,"Census Tract 111, Queens County, New York",1870,21,38,1165,409,107,36,94,1312,21,22,798,313,77,36,45,Queens
36081011200,"Census Tract 112, Queens County, New York",1025,0,83,383,242,102,33,182,395,0,50,160,113,44,15,13,Queens
36081011300,"Census Tract 113, Queens County, New York",2406,0,96,1561,346,174,133,96,1544,0,70,1101,209,114,28,22,Queens
36081011400,"Census Tract 114, Queens County, New York",548,0,15,310,130,5,22,66,93,0,0,93,0,0,0,0,Queens
36081011500,"Census Tract 115, Queens County, New York",1581,43,31,1073,158,143,78,55,988,0,0,744,128,79,37,0,Queens
36081011600,"Census Tract 116, Queens County, New York",1113,3,70,507,280,66,123,64,521,3,38,242,159,37,26,16,Queens
36081011700,"Census Tract 117, Queens County, New York",2421,31,103,1669,341,126,56,95,1468,9,79,1016,202,95,8,59,Queens
36081011800,"Census Tract 118, Queens County, New York",1272,33,126,584,280,178,71,0,590,33,41,306,76,79,55,0,Queens
36081011900,"Census Tract 119, Queens County, New York",843,10,75,509,180,33,8,28,540,8,39,318,128,26,7,14,Queens
36081012000,"Census Tract 120, Queens County, New York",1178,11,101,536,373,77,54,26,502,0,87,170,168,34,25,18,Queens
36081012100,"Census Tract 121, Queens County, New York",1094,0,108,619,176,113,67,11,674,0,70,421,88,48,45,2,Queens
36081012200,"Census Tract 122, Queens County, New York",1369,9,120,662,227,128,75,148,530,9,85,192,110,42,36,56,Queens
36081012301,"Census Tract 123.01, Queens County, New York",1548,51,91,837,339,129,86,15,892,0,32,520,211,74,46,9,Queens
36081012400,"Census Tract 124, Queens County, New York",1661,15,43,905,207,126,241,124,1032,10,29,533,122,79,150,109,Queens
36081012500,"Census Tract 125, Queens County, New York",955,6,46,600,157,44,74,28,723,6,35,431,124,44,55,28,Queens
36081012601,"Census Tract 126.01, Queens County, New York",1313,7,101,688,294,68,125,30,732,7,97,382,145,33,68,0,Queens
36081012602,"Census Tract 126.02, Queens County, New York",1291,99,146,503,214,166,102,61,718,0,112,270,122,120,53,41,Queens
36081012800,"Census Tract 128, Queens County, New York",1100,45,76,432,253,93,123,78,601,32,67,234,120,53,43,52,Queens
36081013000,"Census Tract 130, Queens County, New York",877,0,37,240,401,89,61,49,275,0,23,71,103,49,23,6,Queens
36081013200,"Census Tract 132, Queens County, New York",1104,40,61,626,183,42,42,110,440,2,39,271,32,11,20,65,Queens
36081013400,"Census Tract 134, Queens County, New York",2411,29,113,1021,562,287,195,204,1264,29,68,570,317,127,73,80,Queens
36081013500,"Census Tract 135, Queens County, New York",558,5,23,391,65,15,48,11,218,0,5,140,50,0,12,11,Queens
36081013600,"Census Tract 136, Queens County, New York",898,16,26,476,225,64,19,72,445,7,10,225,100,40,10,53,Queens
36081013700,"Census Tract 137, Queens County, New York",1107,8,38,855,93,17,69,27,626,0,33,494,63,10,10,16,Queens
36081013800,"Census Tract 138, Queens County, New York",1739,14,59,672,505,237,158,94,1003,5,43,347,304,130,134,40,Queens
36081014000,"Census Tract 140, Queens County, New York",1612,8,49,877,278,143,128,129,768,0,10,467,160,38,73,20,Queens
